Site,GPS,Altitude_ft,Date,Measurer,Recorder,Team,Permit,Time,Species,Sample_ID,Cell_line_sample_ID,Sex,Age,Reproductive_status,Mass_g,Forearm_mm,Ear_mm,Tragus_mm,Tail_mm,Total_mm,Tail_fringe,Keeled_calcar,Tail_past_membrane,Ear_color_same_as_fur,Intrascapular_bald_patch,Blunt_tragus,Steep_forehead,Furred_underwings,Notes,Sequencing_notes,Extraction_ng,Extraction_ng-ul,Extraction_260-280,avg_fragment_length_kb,Extraction_method,Extraction_location,Extraction_successful,Cell_line,Remaining_punches
Coconino_Tule_Tank,"35.106763, -111.731986",6946,10 June 2021,MEL,Gena Grey-Sandoval,"Manny Vazquez, Elise Lauterbur",,20:10,MYOC,LE102,B1S5-9,F,A,NR,9.5,39,14,6,-,-,N,N,Y,N,N,N,-,N,B1S5-9; reddish brown fur; chubby,to UA,587.45,11.749,,23.8,,,,,0
Coconino_Tule_Tank,"35.106763, -111.731986",6946,10 June 2021,MEL,Gena Grey-Sandoval,"Manny Vazquez, Elise Lauterbur",,20:11,MYOC,LE103,B1S5-2,F,A,NR,>30,40,14,6,-,-,N,N,Y,N,N,N,-,N,B1S5-2; bag+bat>30g; a little fur under wing; flourescent white dots on wing,to UA,753.15,15.063,,,,,,,0
Coconino_Tule_Tank,"35.106763, -111.731986",6946,10 June 2021,MEL,Gena Grey-Sandoval,"Manny Vazquez, Elise Lauterbur",,20:15,MYOC,LE104,B1S5-7,F,A,NR,>30,37,13,5,-,-,N,N,Y,N,N,N,-,N,"B1S5-7; reddish brown, little fur under wing; chubby (early pregnancy?)",to UA,636.35,12.727,,,,,,,0
Coconino_Tule_Tank,"35.106763, -111.731986",6946,10 June 2021,MEL,Gena Grey-Sandoval,"Manny Vazquez, Elise Lauterbur",,20:16,MYOC,LE105,B1S5-1,F,A,NR,>30-25,39,15,9,36,-,N,N,Y,N,N,N,-,N,B1S5-1,to UA,456.8,9.136,,,,,,,0
Coconino_Tule_Tank,"35.106763, -111.731986",6946,10 June 2021,MEL,Gena Grey-Sandoval,"Manny Vazquez, Elise Lauterbur",,20:20,MYOC,LE106,,F,A,NR,>30-26,39,14,6,-,-,N,N,Y,N,N,N,-,N,B1S5-5,,,,,,,,,,punch lost
Coconino_Tule_Tank,"35.106763, -111.731986",6946,10 June 2021,MEL,Gena Grey-Sandoval,"Manny Vazquez, Elise Lauterbur",,20:29,MYOC,LE107,B1S5-3,F,A,P,8.5,39,12,7,-,-,N,N,Y,N,N,N,-,Y,B1S5-3; chubby but no nipples - early pregnancy? (determined after sampling),to UA,810.95,16.219,,,,,,,0
Coconino_Tule_Tank,"35.106763, -111.731986",6946,10 June 2021,MEL,Gena Grey-Sandoval,"Manny Vazquez, Elise Lauterbur",,20:29,MYOC,LE108,B1S5-8,F,A,NR,>30,40,15,6,35,-,N,N,Y,N,N,N,-,N,"B1S5-8; looked like tail fringe, but tears?; ear light at base",to UA,437.15,8.743,,,,,,,0
Coconino_Tule_Tank,"35.106763, -111.731986",6946,10 June 2021,MEL,Gena Grey-Sandoval,"Manny Vazquez, Elise Lauterbur",,20:29,MYOC,LE109,B1S5-14,F,A,NR,>30,38,13,5,-,-,N,N,Y,N,N,N,-,N,B1S5-14; white spot on wing,to UA,459.65,9.193,,,,,,,0
Coconino_Tule_Tank,"35.106763, -111.731986",6946,10 June 2021,MEL,Gena Grey-Sandoval,"Manny Vazquez, Elise Lauterbur",,20:29,MYOC,LE110,B1S5-6,M,A,NR,6.5,39,13,7,-,-,N,N,Y,N,N,N,-,N,B1S5-6,to UA,554.3,11.086,,18.5,,,,,0
Coconino_Tule_Tank,"35.106763, -111.731986",6946,10 June 2021,MEL,Gena Grey-Sandoval,"Manny Vazquez, Elise Lauterbur",,20:30,MYOC,LE111,,F,A,NR,>30,39,15,4,-,-,N,N,Y,N,N,N,-,N,"possibly early pregnancy, but no nipples visible",to UA,680.5,13.61,,22.8,,,,,0
Coconino_Tule_Tank,"35.106763, -111.731986",6946,10 June 2021,MEL,Gena Grey-Sandoval,"Manny Vazquez, Elise Lauterbur",,22:07,MYOC,LE112,,F,A,NR,>30,40,15,6,-,-,N,N,Y,N,N,N,-,Y,semi-furry under wing; no nipples but chubby,to UA,536.3,10.726,,,,,,,1
Coconino_Tule_Tank,"35.106763, -111.731986",6946,10 June 2021,MEL,MEL,"Manny Vazquez, Elise Lauterbur",,22:43,MYVO,LE113,,M,A,NR,-,39,12,5,-,-,N,?,Y,Y,-,-,-,Y,"no keel? but lots of fur under wing; fur darker and more plush than MYOC; looks like MYVO from Chiricahuas (teddy bear), more chill than MYOC",to UA,968.9,19.378,,,,,,,1
Coconino_Tule_Tank,"35.106763, -111.731986",6946,10 June 2021,MEL,MEL,"Manny Vazquez, Elise Lauterbur",,22:43,MYOC,LE114,,F,A,NR,-,39,14,5,-,-,N,?,Y,N,-,N,-,Y,"no keel? some fur under wing, but not more than previous MYOC",,,,,,,,,,punch lost
Coconino_Tule_Tank,"35.106763, -111.731986",6946,11 June 2021,MEL or Manny Vazquez,MEL,"Manny Vazquez, Elise Lauterbur",,20:00-20:50,MYOC,-,,F,A,NR,8,-,-,-,-,-,-,N,-,N,-,-,-,N,escaped; back fur has black base to red tips,,,,,,,,,,-
Coconino_Tule_Tank,"35.106763, -111.731986",6946,11 June 2021,MEL or Manny Vazquez,MEL,"Manny Vazquez, Elise Lauterbur",,20:00-20:50,MYOC,-,,F,A,NR,8,37,13,5,-,-,N,N,Y,N,N,N,-,N,escaped,,,,,,,,,,-
Coconino_Tule_Tank,"35.106763, -111.731986",6946,11 June 2021,MEL or Manny Vazquez,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:00-20:50,MYOC,-,,-,-,-,8.5,-,-,-,-,-,-,-,-,-,-,-,-,-,released,,,,,,,,,,-
Coconino_Tule_Tank,"35.106763, -111.731986",6946,11 June 2021,MEL or Manny Vazquez,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:00-20:50,MYOC,-,,F,A,P,8,39,16,7,-,-,N,N,Y,N,N,N,-,N,pregnant - released,,,,,,,,,,-
Coconino_Tule_Tank,"35.106763, -111.731986",6946,11 June 2021,MEL or Manny Vazquez,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:00-20:50,MYOC,-,,M,A,NR,7,38,13,6,-,-,N,?,Y,N,N,Y,-,N,chestnut; blunt tragus Y???,,,,,,,,,,-
Coconino_Tule_Tank,"35.106763, -111.731986",6946,11 June 2021,MEL or Manny Vazquez,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:00-20:50,MYOC,-,,F,A,NR,6.5,40,15,6,-,-,N,N,Y,N,N,N,-,N,chestnut fur,,,,,,,,,,-
Coconino_Tule_Tank,"35.106763, -111.731986",6946,11 June 2021,MEL or Manny Vazquez,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:00-20:50,MYOC,-,,M,A,NR,5,37,14,6,-,-,N,N,Y,N,N,N,-,N,,,,,,,,,,,-
Coconino_Tule_Tank,"35.106763, -111.731986",6946,11 June 2021,MEL or Manny Vazquez,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:00-20:50,MYOC,-,,F,A,P,8.5,40,16,6,-,-,N,N,Y,N,N,N,-,N,chestnut fur; fur past toes,,,,,,,,,,-
Coconino_Tule_Tank,"35.106763, -111.731986",6946,11 June 2021,MEL or Manny Vazquez,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:00-20:50,MYOC,-,,F,A,P,9,41,15,5,-,-,N,N,Y,N,N,N,-,N,fuzzy toes,,,,,,,,,,-
Coconino_Tule_Tank,"35.106763, -111.731986",6946,11 June 2021,MEL or Manny Vazquez,MEL,"Manny Vazquez, Elise Lauterbur",,20:00-20:50,MYOC,LE115,B1S5-21,F,A,NR,8,40,13,5,-,-,N,N,Y,N,N,N,-,N,B1S5-21; foot: 6mm; small bald batches behind eyes (smaller than MYAU),to UA,567.85,11.357,,,,,,,0
Coconino_Tule_Tank,"35.106763, -111.731986",6946,11 June 2021,MEL or Manny Vazquez,MEL,"Manny Vazquez, Elise Lauterbur",,20:00-20:50,MYOC,LE116,B1S5-4,F,A,NR,8,38,13,5,-,-,N,N,Y,N,N,N,-,N,B1S5-4; chestnut fur,to UA,637.7,12.754,,,,,,,0
Coconino_Tule_Tank,"35.106763, -111.731986",6946,11 June 2021,MEL or Manny Vazquez,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:00-20:50,MYOC,LE117,B1S5-13,F,A,NR,6.5,38,14,4,-,-,N,N,Y,N,N,N,-,N,B1S5-13; bald around eye,to UA,434.9,8.698,,,,,,,0
Coconino_Tule_Tank,"35.106763, -111.731986",6946,11 June 2021,MEL or Manny Vazquez,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:00-20:50,MYOC,LE118,B1S5--10,F,A,NR,9.5,40,14,6,-,-,N,N,Y,N,N,N,-,N,B1S5-10; reddish fur,to UA,470.95,9.419,,,,,,,0
Coconino_Tule_Tank,"35.106763, -111.731986",6946,11 June 2021,MEL or Manny Vazquez,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:00-20:50,MYOC,LE119,B1S5-18,M,A,NR,7,40,15,5,-,-,-,N,-,N,N,-,-,N,B1S5-18; chestnut fur,to UA,365.05,7.301,,27.5,,,,,0
Coconino_Tule_Tank,"35.106763, -111.731986",6946,11 June 2021,MEL or Manny Vazquez,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:00-20:50,MYOC,LE120,B1S5-11,F,A,NR,6,41,16,7,-,-,N,N,Y,N,N,N,-,N,B1S5-11,to UA,511.5,10.23,,24.1,,,,,0
Coconino_Tule_Tank,"35.106763, -111.731986",6946,11 June 2021,MEL or Manny Vazquez,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:00-20:50,MYOC,LE121,B1S5-16,F,A,NR,8.5,40,15,6,-,-,N,N,Y,N,N,N,-,N,B1S5-16,to UA,664.7,13.294,,,,,,,0
Coconino_Tule_Tank,"35.106763, -111.731986",6946,11 June 2021,MEL or Manny Vazquez,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,23:16,MYTH,LE122,,M,A,NR,7.5,43,16,8,-,-,Y,N,Y,N,N,N,-,N,hairy toes,to UA,491.2,9.824,,,,,,,1
Coconino_West_Tank,"34.897482,-111.594986",6754,13 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:15,MYAU,LE123,,M,-,NR,6,38,19,8,-,-,N,N,Y,N,N,N,-,-,"recaptured 21:00; damage to left forearm, skin peeling on recapture (net abrasion injury?)",,,,,,,,,,2
Coconino_West_Tank,"34.897482,-111.594986",6754,13 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:30,MYEV,LE124,B1S5-15,F,A,NR,6.5,39,21,10,47,-,N,N,Y,N,N,N,-,-,"B1S5-15; dainty toes; 2-tone fur, long",to UA,1660.65,33.213,,,,,,,0
Coconino_West_Tank,"34.897482,-111.594986",6754,13 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:30,MYTH,LE125,,F,A,NR,7,44,17,8,-,-,Y,N,Y,N,N,N,-,N,bald around eyes,to UA,1160.45,23.209,,,,,,,1
Coconino_Weimer_Spring,"34.974077, -111.528582",7505,14 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:11-20:42,MYEV,-,,M,A,NR,-,38,21,11,-,-,N,N,Y,N,N,N,-,N,"got dunked in pond while in net - released without sample after offering sugar water (took a few drops, flew off strongly)",,,,,,,,,,-
Coconino_Weimer_Spring,"34.974077, -111.528582",7505,14 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:11-20:42,MYEV,-,,M,A,NR,-,39,19,11,-,-,N,N,Y,N,N,N,-,N,"bounced out of net into water; feisty; offered sugar water once dry, took a few drops, flew off strongly",,,,,,,,,,-
Coconino_Weimer_Spring,"34.974077, -111.528582",7505,14 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:11-20:42,MYEV,-,,M,A,NR,-,40,22,11,-,-,N,N,Y,N,N,N,-,N,"9mm hole in right wing, in angle between forearm and fifth digit, near thumb - no sample taken",,,,,,,,,,-
Coconino_Weimer_Spring,"34.974077, -111.528582",7505,14 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:11-20:42,MYEV,-,,F,A,P,8.5,39,20,11,-,-,N,?,Y,N,N,N,-,N,keel?? not quite at ankle,,,,,,,,,,-
Coconino_Weimer_Spring,"34.974077, -111.528582",7505,14 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,22:15,MYOC,-,,M,A,NR,7,39,13,5,-,-,N,N,Y,N,N,N,-,?,slight fur under wing,,,,,,,,,,-
Coconino_Weimer_Spring,"34.974077, -111.528582",7505,14 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,22:15,MYVO,-,,F,A,P,10.5,41,12,6,-,-,N,Y,-,Y,N,N,-,Y,light under wing fur,,,,,,,,,,-
Coconino_Weimer_Spring,"34.974077, -111.528582",7505,14 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,23:05,MYEV,-,,F,A,P,11,37,22,10,-,-,N,N,Y,N,N,N,-,N,bat bug and spider mite,,,,,,,,,,-
Coconino_Weimer_Spring,"34.974077, -111.528582",7505,14 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,23:00,EPFU,-,,M,A,NR,14,46,15,5,-,-,N,Y,Y,N,N,Y,-,N,"golden fur, beautiful!",,,,,,,,,,
Coconino_Weimer_Spring,"34.974077, -111.528582",7505,14 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:11,MYEV,LE126,B1S5-20,M,A,NR,6,39,22,10,41,-,N,N,Y,N,N,N,-,N,"B1S5-20; danty toes; 2-tone long fur; dark membranes, slight bald mask",to UA,369.55,7.391,,,,,,,0
Coconino_Weimer_Spring,"34.974077, -111.528582",7505,14 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:11-20:42,MYVO,LE127,,M,A,NR,6.5,39,11,5,36,-,N,N,Y,Y,N,N,-,Y,tail very short past membrane,to UA,549.8,10.996,,,,,,,1
Coconino_Weimer_Spring,"34.974077, -111.528582",7505,14 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:11-20:42,MYEV,LE128,B1S5-12,M,A,NR,5.5,39,21,10,-,-,N,N,Y,N,N,N,-,N,B1S5-12,to UA,1016.25,20.325,,23.7,,,,,0
Coconino_Weimer_Spring,"34.974077, -111.528582",7505,14 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:11-20:42,MYEV,LE129,B1S5-17,M,A,NR,6.5,40,20,13,-,-,N,N,Y,N,N,N,-,N,B1S5-17,to UA,547.55,10.951,,,,,,,0
Coconino_Weimer_Spring,"34.974077, -111.528582",7505,14 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:11-20:42,MYEV,LE130,B1S5-19,M,A,NR,7,39,22,11,-,-,N,N,Y,N,N,N,-,N,B1S5-19,to UA,247.85,4.957,,,,,,,0
Coconino_Weimer_Spring,"34.974077, -111.528582",7505,14 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:11-20:42,MYEV,LE131,,M,A,NR,6,40,23,11,-,-,N,N,Y,N,N,N,-,N,-,to UA,338,6.76,,,,,,,1
Coconino_Weimer_Spring,"34.974077, -111.528582",7505,14 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:11-20:42,MYEV,LE132,,M,A,NR,6.5,39,20,11,-,-,N,N,Y,N,N,N,-,Y,-,,,,,,,,,,missing
Coconino_Weimer_Spring,"34.974077, -111.528582",7505,14 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:11-20:42,MYVO,LE133,,M,A,NR,7,39,13,5,-,-,N,Y,Y,Y,N,N,-,Y,-,to UA,678.25,13.565,,,,,,,1
Coconino_Weimer_Spring,"34.974077, -111.528582",7505,14 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:11-20:42,MYEV,LE134,,M,A,NR,6,39,22,9,-,-,N,N,Y,N,N,N,-,?,"a few possible fringe hairs on tail membrane, but small and irregular",to UA,504.75,10.095,,,,,,,1
Coconino_Weimer_Spring,"34.974077, -111.528582",7505,14 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:11-20:42,MYTH,LE135,,F,A,NR,8,41,21,12,-,-,Y,N,Y,N,N,N,-,N,-,to UA,477.7,9.554,,,,,,,1
Coconino_Weimer_Spring,"34.974077, -111.528582",7505,14 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:11-20:42,MYAU,LE136,,M,A,NR,6.5,38,18,8,-,-,N,N,Y,?,N,N,-,N,bald around eyes,to UA,603.9,12.078,,,,,,,1
Coconino_Weimer_Spring,"34.974077, -111.528582",7505,14 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:11-20:42,MYEV,LE137,,M,A,NR,6,40,20,9,-,-,N,N,Y,N,N,N,-,N,"dainty toes; jet black and glossy membrane; whitish fur stomach, brown fur top",to UA,340.25,6.805,,,,,,,1
Coconino_Weimer_Spring,"34.974077, -111.528582",7505,14 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,22:15,MYEV,LE138,,M,A,NR,7,38,21,10,-,-,N,N,Y,N,N,N,-,N,long thumb; belly lighter,to UA,430.4,8.608,,,,,,,1
Coconino_Weimer_Spring,"34.974077, -111.528582",7505,14 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,22:15,MYEV,LE139,,M,A,NR,6.5,39,21,11,-,-,N,N,Y,N,N,N,-,N,"clicking noises; tail curled under body; dorsal chestut, ventral white (2-tone with black base)",to UA,599.35,11.987,,,,,,,1
Coconino_Weimer_Spring,"34.974077, -111.528582",7505,14 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,22:15,MYEV,LE140,,M,A,NR,6.5,41,21,10,-,-,N,N,Y,N,N,N,-,N,ventral fur lighter; huge penis,to UA,646.7,12.934,,,,,,,1
Coconino_Weimer_Spring,"34.974077, -111.528582",7505,14 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,22:15,MYTH,LE141,,-,-,-,7,44,16,8,-,-,Y,N,-,-,N,N,-,N,"bat bug on forearm; fuzzy toes; chestnut fur with black base, same ventral and dorsal; 2-tone inside ear",,,,,,,,,,2
Coconino_Weimer_Spring,"34.974077, -111.528582",7505,14 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,22:15,MYEV,LE142,,M,A,NR,6.5,40,22,11,-,-,N,N,Y,N,N,N,-,N,2-tone ears,to UA,597.1,11.942,,,,,,,1
Coconino_Weimer_Spring,"34.974077, -111.528582",7505,14 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,22:15,MYVO,LE143,,M,A,NR,7.5,39,13,6,-,-,N,Y,N,N,N,-,Y,-,,to UA,570.1,11.402,,,,,,,1
Coconino_Weimer_Spring,"34.974077, -111.528582",7505,14 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,23:25,MYEV,LE144,,M,A,NR,7,40,20,9,-,-,N,N,Y,N,N,N,-,N,-,to UA,450.65,9.013,,,,,,,1
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:31,MYEV,-,,M,A,NR,6.75,38,20,11,-,-,N,N,Y,N,N,N,-,N,recapture,,,,,,,,,,-
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,21:04,MYEV,-,,F,A,P,9.5,40,21,10,-,-,N,N,Y,N,N,N,-,N,-,,,,,,,,,,-
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,-,MYEV,-,,-,-,-,-,-,-,-,-,-,N,N,Y,N,N,N,-,-,"recapture; blood clot or black penis (looked like tissue, not feces)",,,,,,,,,,-
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,21:30,EPFU,-,,M,A,NR,14,49,16,5,-,-,N,Y,Y,N,N,Y,-,N,"glossy gold fur; blood or blood blister on dorsal side of tail, over tailbone",,,,,,,,,,
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,21:44,MYEV,-,,M,A,-,8.5,39,21,12,-,-,N,N,Y,N,N,-,-,N,-,,,,,,,,,,-
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,MEL,"Manny Vazquez, Elise Lauterbur",,21:50,MYEV,-,,M,A,NR,6,39.5,21,11,-,-,N,N,Y,N,N,N,-,N,ventral lighter than dorsal,,,,,,,,,,-
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,21:56,MYOC,-,,F,A,P,7,37,14,7,-,-,N,N,Y,N,N,N,-,N,"slight fur under wing, like MYOC from Tule Tank; glossy chestnut fur; slightly furry toes",,,,,,,,,,-
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,-,MYVO,-,,F,A,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"pregnant, released",,,,,,,,,,-
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,22:00,LANO,-,,-,-,-,10,39.5,13,4,-,-,-,N,?,-,-,-,-,-,furry uropatagium; silver fur; ear pale at lead edge; plush fur,,,,,,,,,,
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,22:02,MYEV,-,,M,A,NR,5.5,39,21,10,-,-,N,N,Y,N,N,N,-,N,-,,,,,,,,,,-
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,22:07,MYTH,-,,F,A,P,8.5,43,18,11,-,-,Y,N,Y,N,N,N,-,N,"2-tone ears; fuzzy toes; chestnut fur, buff on belly; missing last digit of 3rd joint of right wing; 2 bat bugs, 3 spider mites, many small mites",,,,,,,,,,-
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,22:25,MYEV,-,,M,A,NR,7,41,22,11,-,-,N,Y,Y,N,N,N,-,N,glossy chestnut fur; bald behind eyes; black ears,,,,,,,,,,-
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,-,LANO,-,,M,A,NR,8,41,12,3,-,-,-,-,-,-,-,Y,-,-,silver; hissing; furred uropatagium,,,,,,,,,,
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,22:35,MYEV,-,,M,A,NR,7.5,41,22,10,-,-,N,N,Y,N,N,N,-,N,-,,,,,,,,,,-
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,22:40,MYEV,-,,M,-,-,-,41,23,12,-,-,N,N,Y,N,N,N,-,N,bald behind eyes; ventral lighter than dorsal,,,,,,,,,,-
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,23:56,MYOC,-,,F,A,U,9.5,40,13,6,-,-,N,N,Y,N,N,N,-,N,-,,,,,,,,,,-
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,0:00,MYEV,-,,M,A,NR,8.75,40,21,11,-,-,N,N,Y,N,N,N,-,N,dark brown fur; dainty toes,,,,,,,,,,-
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,0:05,MYAU,-,,M,A,NR,6.5,37,17,8,-,-,N,N,Y,Y,N,N,-,N,"bald pink mask; 2-tone brown ears; compound tear in left wing, between forearm and 5th digit - did not take sample",,,,,,,,,,-
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,0:15,MYTH,-,,F,A,P,9,42,16,7,-,-,Y,N,Y,N,N,N,-,N,2 bat bugs; 2-tone ears,,,,,,,,,,-
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,0:20,MYEV,-,,F,A,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3 bat bugs,,,,,,,,,,-
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,0:20,MYEV,-,,F,A,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,-
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,0:20,MYAU,-,,F,A,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,pink mask,,,,,,,,,,-
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,0:20,MYAU,-,,F,A,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,pink mask,,,,,,,,,,-
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,0:20,MYEV,-,,F,A,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,black mask; bald around eyes (black); black ears,,,,,,,,,,-
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:00,MYEV,LE145,,M,A,NR,6,38,21,10,-,-,N,N,Y,N,N,N,-,N,dorsal fur lighter,to UA,434.9,8.698,,,,,,,1
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,MEL,"Manny Vazquez, Elise Lauterbur",,20:15,MYEV,LE146,,M,A,NR,6,39,23,10,-,-,N,N,Y,N,N,N,-,N,"brown scab on right elbow, possibly also ear, nails (these could be mud?)",to UA,471,9.42,,,,,,,1
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:31,MYEV,LE147,,M,A,NR,6.5,40,23,11,-,-,N,N,Y,N,N,N,-,N,-,to UA,2602.55,52.051,,,,,,,1
Coconino_Weimer_Spring,"34.974023, -111.528619",7449,15 June 2021,MEL,Manny Vazquez,"Manny Vazquez, Elise Lauterbur",,20:31,MYEV,LE148,,M,A,NR,6,41,21,10,-,-,N,Y,Y,N,N,N,-,N,keel but otherwise MYEV,,,,,,,,,,missing
